Umur,Jenis Kelamin,Wilayah,Tanggapan,cleaned_text,topic_id,topic_category,kategori_akhir
15 sampai 17 tahun,Perempuan,Tapteng,"Saya dengar bagaimana kondisi sekolah, bagaimana nanti untuk melaksanakan ujian UKK dan Ujian Sekolah lainnya",saya dengar bagaimana kondisi sekolah bagaimana nanti untuk melaksanakan ujian ukk dan ujian sekolah lainnya,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Saya dengar menurunnya/ sulit mendapat pekerjaan terhalang akibat bencana hilangnya rumah warga,saya dengar menurunnya sulit mendapat pekerjaan terhalang akibat bencana hilangnya rumah warga,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Banyaknya rumah-rumah yang rusak parah dan ada juga yang kehilangan banyak nyawa, keluarga bahkan teman-teman",banyaknya rumahrumah yang rusak parah dan ada juga yang kehilangan banyak nyawa keluarga bahkan temanteman,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Masih gelap, tapi suara tekanan dari segala arah saling bersautan suara tangisan anak-anak yang terasa memiluhkan, suara derasnya hujan dan air yang saling menabrak tanah dan rumah sekitar arus yang memamerkan suaraa kerasnya dan betapa besarnya air pada saat itu, orang dewasa, anak-anak, dan remaja yang menyebut nama-nama yang mereka sayangi untuk salng menguatkan.",masih gelap tapi suara tekanan dari segala arah saling bersautan suara tangisan anakanak yang terasa memiluhkan suara derasnya hujan dan air yang saling menabrak tanah dan rumah sekitar arus yang memamerkan suaraa kerasnya dan betapa besarnya air pada saat itu orang dewasa anakanak dan remaja yang menyebut namanama yang mereka sayangi untuk salng menguatkan,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Kekuirangan bahan pokok makanan, apalagi air bersih yang paling di butuhkan masyarakat",kekuirangan bahan pokok makanan apalagi air bersih yang paling di butuhkan masyarakat,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Banyak yang kehilangan tempat tinggal, rumah pada hancur yang paling mirisnya lagi kehilangan nyawa.",banyak yang kehilangan tempat tinggal rumah pada hancur yang paling mirisnya lagi kehilangan nyawa,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saya dengar selama bencana ini banyak orang yang mengeluh akibat bencana kemarin terutama soal tempat tinggal mereka yang banyak hancur dan kerusakan lainnya.,saya dengar selama bencana ini banyak orang yang mengeluh akibat bencana kemarin terutama soal tempat tinggal mereka yang banyak hancur dan kerusakan lainnya,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Kehilangan rumah akibat dibawa banjir, dan kehilangan nyawa akibat longsor",kehilangan rumah akibat dibawa banjir dan kehilangan nyawa akibat longsor,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saya dengar setelah banjir bandang terjadi banyak orang yang mengeluh tentang betapa sakitnya yang terjadi saat bencana karena mereka harus kehilangan keluarga ataupun rumah-rumah mereka.,saya dengar setelah banjir bandang terjadi banyak orang yang mengeluh tentang betapa sakitnya yang terjadi saat bencana karena mereka harus kehilangan keluarga ataupun rumahrumah mereka,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Kehilangan nyawa,kehilangan nyawa,1,Kerusakan Infrastruktur (Garoga),
15 sampai 17 tahun,Perempuan,Tapteng,"Saya dengarkan banyaknya yang kehilangan rumah, kehilangan orang tersayang, contohnya korban bencana banjir ekonomi yang mulai tidak membaik",saya dengarkan banyaknya yang kehilangan rumah kehilangan orang tersayang contohnya korban bencana banjir ekonomi yang mulai tidak membaik,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Kalau dikasih kesempatan untuk bertemu saudara jauh, kalau tentang makanan atau minuman, tidak berkekurangan dan semuanya makanan dan minuman sudah bisa bergantian dan makanan bergizi",kalau dikasih kesempatan untuk bertemu saudara jauh kalau tentang makanan atau minuman tidak berkekurangan dan semuanya makanan dan minuman sudah bisa bergantian dan makanan bergizi,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Saya mau cerita kepada Pak Prabowo, karena saya sedih tidak dapat lanjut kuliah karena kebun sawit rusak orangtua jadi tidak sanggup biayain. Selama 1 bulan hampir setiap hari makan indomie",saya mau cerita kepada pak prabowo karena saya sedih tidak dapat lanjut kuliah karena kebun sawit rusak orangtua jadi tidak sanggup biayain selama bulan hampir setiap hari makan indomie,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Memanggil nama mereka yang salng menyayangi, mengucapkan kata-kata permohonan kepada sang pencipta meneriakkan apapun yang mereka rasakan dengan suara sedih dan senduh",memanggil nama mereka yang salng menyayangi mengucapkan katakata permohonan kepada sang pencipta meneriakkan apapun yang mereka rasakan dengan suara sedih dan senduh,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Perempuan,Tapteng,"Setelah banjir saya mau ketemu dengan Kakak. Saya mau menceritakan tentang bahan makanan yang mulai menipis, dan bahan-bahan yang mau dibeli pun tidak ada di jual karena bencana alam.",setelah banjir saya mau ketemu dengan kakak saya mau menceritakan tentang bahan makanan yang mulai menipis dan bahanbahan yang mau dibeli pun tidak ada di jual karena bencana alam,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Saya rasakan selama bencana ni saya merasakan makanan yang selama bencana ini saya konsumsi kurang sehat dikarenakan semuanya serba instan dan juga disaat itu kami kesusahan atau kekurangan air bersih.,saya rasakan selama bencana ni saya merasakan makanan yang selama bencana ini saya konsumsi kurang sehat dikarenakan semuanya serba instan dan juga disaat itu kami kesusahan atau kekurangan air bersih,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saya ingin bertemu dengan bapak Bupati pasca banjir Tapteng makanan yang kami makan hanya indomie, telur, itupun makanannya kurang sehat tapi apalah daya kami terpaksa memakannya agar bisa bertahan hidup.",saya ingin bertemu dengan bapak bupati pasca banjir tapteng makanan yang kami makan hanya indomie telur itupun makanannya kurang sehat tapi apalah daya kami terpaksa memakannya agar bisa bertahan hidup,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Untuk kesempatan bertemu, saya ingin bertemu pemerintah Kota dan Daerah. yang dikonsumsi seminggu kemarin yaitu makanan instan, rasanya bosan.",untuk kesempatan bertemu saya ingin bertemu pemerintah kota dan daerah yang dikonsumsi seminggu kemarin yaitu makanan instan rasanya bosan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Orang yang mau diketemui Pemerintah dan orang yang mempunyai jabatan tentang warga Negar. Makanan yang dikonsumsi belum dapat MBG jadi tidak tahu rasanya,orang yang mau diketemui pemerintah dan orang yang mempunyai jabatan tentang warga negar makanan yang dikonsumsi belum dapat mbg jadi tidak tahu rasanya,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Selama bencana kemarin makan-makanan yang kurang sehat karna bahan pangan semua pada naik dan untuk air minum kami juga susah karna air juga mati,selama bencana kemarin makanmakanan yang kurang sehat karna bahan pangan semua pada naik dan untuk air minum kami juga susah karna air juga mati,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Saudara atau keluarga jauh, untuk menceritakan kondisi saat banjir dan setelah banjir, makanan 1 minggu terakhir ikan laut, telur, sayur dikarena pada saat banjir hampir satu minggu makan mie instan",saudara atau keluarga jauh untuk menceritakan kondisi saat banjir dan setelah banjir makanan minggu terakhir ikan laut telur sayur dikarena pada saat banjir hampir satu minggu makan mie instan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Saudara jauh atau keluarga saya, saya ingin menceritakan yang saya rasakan saat bencana. Makanan 1 minggu terakhir yang itu-itu saja telur dan kadang ikan.",saudara jauh atau keluarga saya saya ingin menceritakan yang saya rasakan saat bencana makanan minggu terakhir yang ituitu saja telur dan kadang ikan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Saya rasakan selama bencana kemarin saya merasa makanan yang saya konsumsi kurang sehat karena makanannya serba instan dan juga air pada saat itu susah.,saya rasakan selama bencana kemarin saya merasa makanan yang saya konsumsi kurang sehat karena makanannya serba instan dan juga air pada saat itu susah,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Setelah banjir bandang terjadi persediaan makanan kami sangat kritis kami harus berhemat-hemat dan makan telur dan intermi, kalau saya diberi kesempatan saya ingin bertemu dengan Pak Prabowo karna saya ingin menceritakan tentang kondisi kami.",setelah banjir bandang terjadi persediaan makanan kami sangat kritis kami harus berhemathemat dan makan telur dan intermi kalau saya diberi kesempatan saya ingin bertemu dengan pak prabowo karna saya ingin menceritakan tentang kondisi kami,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Setelah terjadi banjir badan saya capek dan lemas akibat membersihkan rumah yang terkenak banjir,setelah terjadi banjir badan saya capek dan lemas akibat membersihkan rumah yang terkenak banjir,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saya merasakan badan saya semua sakit karena pada saat kejadian banjir posisinya hujan lebat dan kami disitu tidak ada perlindungan, setelah dari kejadian itu badan saya sakit",saya merasakan badan saya semua sakit karena pada saat kejadian banjir posisinya hujan lebat dan kami disitu tidak ada perlindungan setelah dari kejadian itu badan saya sakit,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Bahu saya terasa capek, lelah karena setiap hari menimba air sumur",bahu saya terasa capek lelah karena setiap hari menimba air sumur,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Pegal-pegal pada badan dikarenakan harus mengambil air dari rumah tetangga karena sumur sudah terisi oleh lumpur sehingga tidak bisa mengambil,pegalpegal pada badan dikarenakan harus mengambil air dari rumah tetangga karena sumur sudah terisi oleh lumpur sehingga tidak bisa mengambil,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saya merasakan selama banjir kemarin bahu dan badan saya cape dan lelah karena kesulitan mengangkat air bersih untuk dipakai di rumah.,saya merasakan selama banjir kemarin bahu dan badan saya cape dan lelah karena kesulitan mengangkat air bersih untuk dipakai di rumah,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Terasa sakit, berat, lelah seperti menahan beban yang mungkin tak seharusnya saat itu dirasakan rasa sakit yang tak seperti biasa yang harus ditahan karena keadaan dan situasi memaksa harus sanggup merasakannya.",terasa sakit berat lelah seperti menahan beban yang mungkin tak seharusnya saat itu dirasakan rasa sakit yang tak seperti biasa yang harus ditahan karena keadaan dan situasi memaksa harus sanggup merasakannya,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,"Capek, pegal, pusng, karena membersihkan rumah yang kenak lumpur mulai dari mencangkul, menyorong, menyekop, memtumbilang selama 3 minggu tiada henti dari pagi-sore.",capek pegal pusng karena membersihkan rumah yang kenak lumpur mulai dari mencangkul menyorong menyekop memtumbilang selama minggu tiada henti dari pagisore,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Setelah terjadi banjir bandang terjadi yang saya rasakan adalah badan saya terasa sakit, gatal-gatal terus saya juga kurang enak badan, kepala pusing.",setelah terjadi banjir bandang terjadi yang saya rasakan adalah badan saya terasa sakit gatalgatal terus saya juga kurang enak badan kepala pusing,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,"Yang dirasakan bahu yaitu sakit, capek, pegal karena membersihkan rumah sendiri dan membantu memebrshkan rumah orang lain.",yang dirasakan bahu yaitu sakit capek pegal karena membersihkan rumah sendiri dan membantu memebrshkan rumah orang lain,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Dari awal banjir sampai sekarang, badan terasa lelah dan capek karena membersihkan rumah dari lumpur yang tebal.",dari awal banjir sampai sekarang badan terasa lelah dan capek karena membersihkan rumah dari lumpur yang tebal,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Capek dan sekaranf tidsk terlalu, sudah lega dengan semua karena semua yang kita rasakan bencana yang pertama kali jadi capek banget.",capek dan sekaranf tidsk terlalu sudah lega dengan semua karena semua yang kita rasakan bencana yang pertama kali jadi capek banget,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Capek karna selama bencana air mati jadi tiap hari mengangkat air untuk dijadikan air minum dan untuk mandi.,capek karna selama bencana air mati jadi tiap hari mengangkat air untuk dijadikan air minum dan untuk mandi,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Saya merasakan pegal-pegal, kelelahan setelah kejadian banjir.",saya merasakan pegalpegal kelelahan setelah kejadian banjir,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,"Perasaan terjadinya banjir, sudah pasti sedih, kenapa? Ya karena banjir membuat saya kebingungan atau susah dalam melanjutkan sekolah saya, banyak impian yang mungkn buat saya bimbang dalam menentukan gimana kelanjutan sekolah.",perasaan terjadinya banjir sudah pasti sedih kenapa ya karena banjir membuat saya kebingungan atau susah dalam melanjutkan sekolah saya banyak impian yang mungkn buat saya bimbang dalam menentukan gimana kelanjutan sekolah,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saya rasakan yaitu kecemasan, risau, dikarenakan putusnya alat komunikasi atau transportasi. Saya merasa sedih karena tidak bisa berkomunikasi kepada keluarga yang jauh.",saya rasakan yaitu kecemasan risau dikarenakan putusnya alat komunikasi atau transportasi saya merasa sedih karena tidak bisa berkomunikasi kepada keluarga yang jauh,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Sedih melihat kondisi lingkungan, sedih pada saat banyaknya mendengar sampai ada yang meninggal dan kondisi perekonomian",sedih melihat kondisi lingkungan sedih pada saat banyaknya mendengar sampai ada yang meninggal dan kondisi perekonomian,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Trauma karna bencana ini pertama kali terjadi seperti ini dan banyak memakan korban dan kehilangan keluarga dan juga kehilangan tempat tinggal.,trauma karna bencana ini pertama kali terjadi seperti ini dan banyak memakan korban dan kehilangan keluarga dan juga kehilangan tempat tinggal,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Sedih banget kehilangan dan yah tentuhnya sedih banget,sedih banget kehilangan dan yah tentuhnya sedih banget,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saya merasa sedih pada saat bencana terjad kemarin karena abang dan kakak saya tidak bisa menghubungi kami karena jaringan pada saat itu hilang beberapa hari dan juga keluarga yang lain sulit dikabarin.,saya merasa sedih pada saat bencana terjad kemarin karena abang dan kakak saya tidak bisa menghubungi kami karena jaringan pada saat itu hilang beberapa hari dan juga keluarga yang lain sulit dikabarin,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Masih membekas dipikiran saya adalah pada saat banjir kaya dari pagi belum makan sampai sore pada saat sebelum penyelamatan dan saya disitu kedinginan dan takut gelisah.,masih membekas dipikiran saya adalah pada saat banjir kaya dari pagi belum makan sampai sore pada saat sebelum penyelamatan dan saya disitu kedinginan dan takut gelisah,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saya trauma, pikiran kacau saat bencana saya menangis takut airnya bakalan besar dan merenung-renung gimana keadaan rumah gimana barang-barang rumah apakah masih ada dan tidak.",saya trauma pikiran kacau saat bencana saya menangis takut airnya bakalan besar dan merenungrenung gimana keadaan rumah gimana barangbarang rumah apakah masih ada dan tidak,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Hati saya sedih melihat orang yang nyawanya hilang karena terkena longsor dan saya cemas akibat tidak boleh menghubungi keluarga karena jaringan tidak ada dan listrik mati,hati saya sedih melihat orang yang nyawanya hilang karena terkena longsor dan saya cemas akibat tidak boleh menghubungi keluarga karena jaringan tidak ada dan listrik mati,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Perasaan yang saya rasakan setelah banjir bandang terjadi adalah sampai saat in ketakutan yang begitu mendalam saya sangat takut banjir itu terjadi lagi saya sangat sedih karena desa saya banyak yang hancur.,perasaan yang saya rasakan setelah banjir bandang terjadi adalah sampai saat in ketakutan yang begitu mendalam saya sangat takut banjir itu terjadi lagi saya sangat sedih karena desa saya banyak yang hancur,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Perasaan yang saya rasakan dari awak banjir sampai sekarang yaitu sedih dan haru karena banjir yang sangat besar dari sebelum-sebelum banjir yang telah terjadi kini.,perasaan yang saya rasakan dari awak banjir sampai sekarang yaitu sedih dan haru karena banjir yang sangat besar dari sebelumsebelum banjir yang telah terjadi kini,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Pada saat banjir yang saya pikirkan, bagaimana perekonomian keluarga pada saat itu, dikarenakan susahnya pencarian pada saat itu.",pada saat banjir yang saya pikirkan bagaimana perekonomian keluarga pada saat itu dikarenakan susahnya pencarian pada saat itu,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Sedih trauma setiap malam saya berdoa agar bencana ini tidak berulang lagi.,sedih trauma setiap malam saya berdoa agar bencana ini tidak berulang lagi,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Hancur, sakit, sedih, rapuh, ingin menyampaikan pada siapapun yang saat itu siap namun tak ada yang siap, gelisah yang terasa menghantui dan terus mengikuti.",hancur sakit sedih rapuh ingin menyampaikan pada siapapun yang saat itu siap namun tak ada yang siap gelisah yang terasa menghantui dan terus mengikuti,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Perut saya jadi kelaparan dan pinggang saya kerasa sakit akibat memebrsihkan rumah,perut saya jadi kelaparan dan pinggang saya kerasa sakit akibat memebrsihkan rumah,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Pada saat setelah banjir sempat mengalami diare tetapi sekarang sudah tidak merasakannya lagi,pada saat setelah banjir sempat mengalami diare tetapi sekarang sudah tidak merasakannya lagi,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Setelah banjir bandang terjadi perut saya terasa sakit karena makanan yang sangat memperhantikan dan pinggang saya sakit karena membersihkan rumah.,setelah banjir bandang terjadi perut saya terasa sakit karena makanan yang sangat memperhantikan dan pinggang saya sakit karena membersihkan rumah,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Saya tidak merasakan apa-apa didalam perut saya,saya tidak merasakan apaapa didalam perut saya,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Kelaparan,kelaparan,4,Kesehatan & Kecemasan Harian,
15 sampai 17 tahun,Perempuan,Tapteng,"Pinggang terasa sakit dan kram, perut yang dipaksa menerima apapun yang ada beras basah yang dimasakan dengan alat seadanya merasakan lapar yang ditahan karena keadaan memaksa, durian tak berasa pun tetap disantap dan kerak nasi dari periuk yang tetap di makan dengan tangan gemetar",pinggang terasa sakit dan kram perut yang dipaksa menerima apapun yang ada beras basah yang dimasakan dengan alat seadanya merasakan lapar yang ditahan karena keadaan memaksa durian tak berasa pun tetap disantap dan kerak nasi dari periuk yang tetap di makan dengan tangan gemetar,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Semenjak saya memakan indomie perut saya menjadi sakit 1 minggu yang lalu saya pergi berobat ke rumah sakit dan sekarang saya sudah sembuh,semenjak saya memakan indomie perut saya menjadi sakit minggu yang lalu saya pergi berobat ke rumah sakit dan sekarang saya sudah sembuh,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Waktu bencana perut sakit semua dimakan apa yang ada Durian, Indomie, Rambutan, Manggis, satu harian mau tidak masuk nasi dan sampai sekarang asam lambung sering terjadi.",waktu bencana perut sakit semua dimakan apa yang ada durian indomie rambutan manggis satu harian mau tidak masuk nasi dan sampai sekarang asam lambung sering terjadi,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Saya merasa perut saya sering sakit dan badan saya kurang enak,saya merasa perut saya sering sakit dan badan saya kurang enak,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Saya merasa kelaparan dan sakit perut,saya merasa kelaparan dan sakit perut,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Pinggang saya sakit dan perut saya kembung,pinggang saya sakit dan perut saya kembung,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Saya tidak merasakan apa-apa di bagian pinggang dan perut.,saya tidak merasakan apaapa di bagian pinggang dan perut,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Yang saya lakukan karena air lagi susah saya selalu mengangkat air untuk air minum dan saya juga sering menulis dengan tangan dan mengerjakan pekerjaan lama seperti bersih-bersih,yang saya lakukan karena air lagi susah saya selalu mengangkat air untuk air minum dan saya juga sering menulis dengan tangan dan mengerjakan pekerjaan lama seperti bersihbersih,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Sering mengambil ar dirumah tetangga menyuci baju yang terkena lumpur menulis materi pembelajaran,sering mengambil ar dirumah tetangga menyuci baju yang terkena lumpur menulis materi pembelajaran,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Membersihkan lumpur/kotoran bekas bencana kemarin selama 2 hari.,membersihkan lumpurkotoran bekas bencana kemarin selama hari,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Perempuan,Tapteng,Tangan saya merasa pegal akibat menulis menggunakan paha bukan meja dan saya sekarang lebih sering membersihkan rumah karena rumah terkena banjir dan lumpur,tangan saya merasa pegal akibat menulis menggunakan paha bukan meja dan saya sekarang lebih sering membersihkan rumah karena rumah terkena banjir dan lumpur,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Membersihkan lumpur di sekolah dan menimbah air sumur,membersihkan lumpur di sekolah dan menimbah air sumur,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Perempuan,Tapteng,"Saya menggunakan tangan saya untuk mencangkul tanah bekas bencana, membersihkan lumpur di rumah.",saya menggunakan tangan saya untuk mencangkul tanah bekas bencana membersihkan lumpur di rumah,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Menggunakan peralatan-peralatan untuk bersihkan lumpur.,menggunakan peralatanperalatan untuk bersihkan lumpur,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Perempuan,Tapteng,Kalau sekarang yang tangan jadi sering untuk membantu mamak mencuci dan membereskan rumah tapi tentunya tidak paksaan.,kalau sekarang yang tangan jadi sering untuk membantu mamak mencuci dan membereskan rumah tapi tentunya tidak paksaan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Membersihkan lumpur dan mengangkat kayu yang terbawa arus banjir,membersihkan lumpur dan mengangkat kayu yang terbawa arus banjir,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Perempuan,Tapteng,"Yang tangan saya pegang setelah banjir adalah lumpur, becek karena membersihkan rumah",yang tangan saya pegang setelah banjir adalah lumpur becek karena membersihkan rumah,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Yang tangan saya pegang setelah banjir adalah lumpur, becek karena membersihkan rumah",yang tangan saya pegang setelah banjir adalah lumpur becek karena membersihkan rumah,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Tangan gemetar karena lelah dan kelamaan diair saat banjir harus mengangjkat kayu-kayu dan membersihkan lumpur yang melebihi lantai dirumah selalu menyentuh sampah dan ranting kayu yang berserakan di dapur , kamar mandi, dan halaman.",tangan gemetar karena lelah dan kelamaan diair saat banjir harus mengangjkat kayukayu dan membersihkan lumpur yang melebihi lantai dirumah selalu menyentuh sampah dan ranting kayu yang berserakan di dapur kamar mandi dan halaman,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Saya menggunakan tangan saya pada bencana kemarin untuk membersihkan lumpur-lumpur yang di dalam dan di sekitar rumah saya.,saya menggunakan tangan saya pada bencana kemarin untuk membersihkan lumpurlumpur yang di dalam dan di sekitar rumah saya,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
